Name,Year,State,Party,Chamber,NetWorth,NetWorthRank,OSID,DistrictMedInc,District,DW Nominate,State Median Income,MedianIncome
Cornyn John,2012, Texas, R, S,698511,75, N00024852,,,0.631,52169.0,
Cornyn John,2011, Texas, R, S,423510,80, N00024852,,,0.631,52169.0,
Cornyn John,2010, Texas, R, S,392507,88, N00024852,,,0.617,52169.0,
Cornyn John,2009, Texas, R, S,460007,79, N00024852,,,0.617,52169.0,
Cornyn John,2008, Texas, R, S,206503,94, N00024852,,,0.603,52169.0,
Cornyn John,2007, Texas, R, S,206503,94, N00024852,,,0.603,52169.0,
Cornyn John,2006, Texas, R, S,251505,91, N00024852,,,0.589,52169.0,
Cornyn John,2005, Texas, R, S,202505,93, N00024852,,,0.589,52169.0,
Costa Jim,2013, California, D, H,4077014,91, N00026341,,,-0.167,56883.0,
Costa Jim,2012, California, D, H,3839004,96, N00026341,,,-0.21,56883.0,
Costa Jim,2011, California, D, H,3814504,84, N00026341,,,-0.21,56883.0,
Costa Jim,2010, California, D, H,3614504,87, N00026341,,,-0.21,56883.0,
Costa Jim,2009, California, D, H,2881003,94, N00026341,,,-0.21,56883.0,
Costa Jim,2008, California, D, H,3073002,90, N00026341,,,-0.21,56883.0,
Costa Jim,2007, California, D, H,3264504,88, N00026341,,,-0.21,56883.0,
Costa Jim,2006, California, D, H,3456504,96, N00026341,,,-0.21,56883.0,
Costa Jim,2005, California, D, H,1206504,160, N00026341,,,-0.21,56883.0,
Cotton Tom,2013, Arkansas, R, H,207501,93, N00033363,,,0.916,40760.0,
Cotton Tom,2012, Arkansas, R, H,282502,325, N00033363,,,0.0,40760.0,
Cotton Tom,2011, Arkansas, R, H,282502,316, N00033363,,,0.0,40760.0,
Courtney Joe,2013, Connecticut, D, H,536014,261, N00024842,,,-0.329,66905.0,
Courtney Joe,2012, Connecticut, D, H,468516,272, N00024842,,,-0.374,66905.0,
Courtney Joe,2011, Connecticut, D, H,403515,292, N00024842,,,-0.374,66905.0,
Courtney Joe,2010, Connecticut, D, H,364011,296, N00024842,,,-0.374,66905.0,
Courtney Joe,2009, Connecticut, D, H,242009,314, N00024842,,,-0.374,66905.0,
Courtney Joe,2008, Connecticut, D, H,474010,250, N00024842,,,-0.374,66905.0,
Courtney Joe,2007, Connecticut, D, H,506511,256, N00024842,,,-0.374,66905.0,
Courtney Joe,2006, Connecticut, D, H,482011,-1, N00024842,,,-0.374,66905.0,
Cramer Kevin,2013, North Dakota, R, H,542011,260, N00004614,55759.0,,0.483,55946.0,
Cramer Kevin,2012, North Dakota, R, H,419511,289, N00004614,55759.0,,0.0,55946.0,
Cramer Kevin,2011, North Dakota, R, H,0,406, N00004614,55759.0,,0.0,55946.0,
Crapo Mike,2013, Idaho, R, S,1032015,67, N00006267,,,0.814,49847.0,
Crapo Mike,2012, Idaho, R, S,872009,68, N00006267,,,0.768,49847.0,
Crapo Mike,2011, Idaho, R, S,892518,65, N00006267,,,0.768,49847.0,
Crapo Mike,2010, Idaho, R, S,722664,81, N00006267,,,0.722,49847.0,
Crapo Mike,2009, Idaho, R, S,371570,84, N00006267,,,0.722,49847.0,
Crapo Mike,2008, Idaho, R, S,629169,83, N00006267,,,0.676,49847.0,
Crapo Mike,2007, Idaho, R, S,736390,74, N00006267,,,0.676,49847.0,
Crapo Mike,2006, Idaho, R, S,845521,69, N00006267,,,0.63,49847.0,
Crapo Mike,2005, Idaho, R, S,1083027,64, N00006267,,,0.63,49847.0,
Crawford Rick,2013, Arkansas, R, H,0,404, N00030770,,,0.464,40760.0,
Crawford Rick,2012, Arkansas, R, H,-175001,442, N00030770,,,0.36,40760.0,
Crawford Rick,2011, Arkansas, R, H,-40002,429, N00030770,,,0.35,40760.0,
Crawford Rick,2010, Arkansas, R, H,158002,354, N00030770,,,0.0,40760.0,
Crawford Rick,2009, Arkansas, R, H,16001,403, N00030770,,,0.0,40760.0,
Crenshaw Ander ,2013, Florida, R, H,1771006,151, N00012739,,,0.486,47114.0,
Crenshaw Ander ,2012, Florida, R, H,2388507,136, N00012739,,,0.367,47114.0,
Crenshaw Ander ,2011, Florida, R, H,2367512,132, N00012739,,,0.367,47114.0,
Crenshaw Ander ,2010, Florida, R, H,4479509,69, N00012739,,,0.367,47114.0,
Crenshaw Ander ,2009, Florida, R, H,4487510,65, N00012739,,,0.367,47114.0,
Crenshaw Ander ,2008, Florida, R, H,4327010,66, N00012739,,,0.367,47114.0,
Crenshaw Ander ,2007, Florida, R, H,4408510,71, N00012739,,,0.367,47114.0,
Crenshaw Ander ,2006, Florida, R, H,4311009,74, N00012739,,,0.367,47114.0,
Crenshaw Ander ,2005, Florida, R, H,8541015,38, N00012739,,,0.367,47114.0,
Crowley Joseph,2013, New York, D, H,405022,289, N00001127,,,-0.409,51554.0,
Crowley Joseph,2012, New York, D, H,292514,322, N00001127,,,-0.429,51554.0,
Crowley Joseph,2011, New York, D, H,251510,324, N00001127,,,-0.429,51554.0,
Crowley Joseph,2010, New York, D, H,286010,313, N00001127,,,-0.429,51554.0,
Crowley Joseph,2009, New York, D, H,219508,326, N00001127,,,-0.429,51554.0,
Crowley Joseph,2008, New York, D, H,188007,330, N00001127,,,-0.429,51554.0,
Crowley Joseph,2007, New York, D, H,188007,350, N00001127,,,-0.429,51554.0,
Crowley Joseph,2006, New York, D, H,156503,348, N00001127,,,-0.429,51554.0,
Crowley Joseph,2005, New York, D, H,164003,343, N00001127,,,-0.429,51554.0,
Cruz Ted,2013, Texas, R, S,3171518,47, N00033085,,,0.925,52169.0,
Cruz Ted,2012, Texas, R, S,3469524,39, N00033085,,,0.0,52169.0,
Cruz Ted,2011, Texas, R, S,1836022,53, N00033085,,,0.0,52169.0,
Cuellar Henry,2013, Texas, D, H,637007,248, N00024978,,,-0.207,52169.0,
Cuellar Henry,2012, Texas, D, H,855007,224, N00024978,,,-0.244,52169.0,
Cuellar Henry,2011, Texas, D, H,902507,213, N00024978,,,-0.244,52169.0,
Cuellar Henry,2010, Texas, D, H,589005,242, N00024978,,,-0.244,52169.0,
Cuellar Henry,2009, Texas, D, H,871506,197, N00024978,,,-0.244,52169.0,
Cuellar Henry,2008, Texas, D, H,862006,190, N00024978,,,-0.244,52169.0,
Cuellar Henry,2007, Texas, D, H,829506,198, N00024978,,,-0.244,52169.0,
Cuellar Henry,2006, Texas, D, H,379005,285, N00024978,,,-0.244,52169.0,
Cuellar Henry,2005, Texas, D, H,379005,282, N00024978,,,-0.244,52169.0,
Culberson John,2013, Texas, R, H,150501,358, N00009738,,,0.585,52169.0,
Culberson John,2012, Texas, R, H,150501,364, N00009738,,,0.532,52169.0,
Culberson John,2011, Texas, R, H,225001,331, N00009738,,,0.532,52169.0,
Culberson John,2010, Texas, R, H,337501,301, N00009738,,,0.532,52169.0,
Culberson John,2009, Texas, R, H,337501,295, N00009738,,,0.532,52169.0,
Culberson John,2008, Texas, R, H,337501,288, N00009738,,,0.532,52169.0,
Culberson John,2007, Texas, R, H,337501,294, N00009738,,,0.532,52169.0,
Culberson John,2006, Texas, R, H,337501,298, N00009738,,,0.532,52169.0,
Culberson John,2005, Texas, R, H,162501,346, N00009738,,,0.532,52169.0,
Cummings Elijah E,2013, Maryland, D, H,902505,214, N00001971,,,-0.426,69826.0,
Cummings Elijah E,2012, Maryland, D, H,915005,218, N00001971,,,-0.461,69826.0,
Cummings Elijah E,2011, Maryland, D, H,922505,210, N00001971,,,-0.461,69826.0,
Cummings Elijah E,2010, Maryland, D, H,815502,212, N00001971,,,-0.461,69826.0,
Cummings Elijah E,2009, Maryland, D, H,887507,194, N00001971,,,-0.461,69826.0,
Cummings Elijah E,2008, Maryland, D, H,887507,187, N00001971,,,-0.461,69826.0,
Cummings Elijah E,2007, Maryland, D, H,267500,318, N00001971,,,-0.461,69826.0,
Cummings Elijah E,2006, Maryland, D, H,267500,318, N00001971,,,-0.461,69826.0,
Cummings Elijah E,2005, Maryland, D, H,267500,309, N00001971,,,-0.461,69826.0,
Daines Steven,2013, Montana, R, H,20337087,14, N00033054,46972.0,,0.731,43864.0,
Daines Steven,2012, Montana, R, H,24400006,25, N00033054,46972.0,,0.0,43864.0,
Daines Steven,2011, Montana, R, H,13585936,39, N00033054,46972.0,,0.0,43864.0,
Davis Danny K,2013, Illinois, D, H,257506,327, N00004884,,,-0.469,54044.0,
Davis Danny K,2012, Illinois, D, H,253007,332, N00004884,,,-0.534,54044.0,
Davis Danny K,2011, Illinois, D, H,453007,274, N00004884,,,-0.534,54044.0,
Davis Danny K,2010, Illinois, D, H,460507,278, N00004884,,,-0.534,54044.0,
Davis Danny K,2009, Illinois, D, H,342512,291, N00004884,,,-0.534,54044.0,
Davis Danny K,2008, Illinois, D, H,283508,299, N00004884,,,-0.534,54044.0,
Davis Danny K,2007, Illinois, D, H,298007,308, N00004884,,,-0.534,54044.0,
Davis Danny K,2006, Illinois, D, H,357005,293, N00004884,,,-0.534,54044.0,
Davis Danny K,2005, Illinois, D, H,472504,255, N00004884,,,-0.534,54044.0,
Davis Rodney,2013, Illinois, R, H,307509,315, N00034784,,,0.723,54044.0,
Davis Rodney,2012, Illinois, R, H,245010,336, N00034784,,,0.0,54044.0,
Davis Rodney,2011, Illinois, R, H,270010,319, N00034784,,,0.0,54044.0,
Davis Susan A,2013, California, D, H,1982020,145, N00009604,,,-0.349,56883.0,
Davis Susan A,2012, California, D, H,2024024,149, N00009604,,,-0.367,56883.0,
Davis Susan A,2011, California, D, H,2146021,142, N00009604,,,-0.367,56883.0,
Davis Susan A,2010, California, D, H,2383525,119, N00009604,,,-0.367,56883.0,
Davis Susan A,2009, California, D, H,1787523,129, N00009604,,,-0.367,56883.0,
Davis Susan A,2008, California, D, H,1682523,126, N00009604,,,-0.367,56883.0,
Davis Susan A,2007, California, D, H,2136025,120, N00009604,,,-0.367,56883.0,
Davis Susan A,2006, California, D, H,2111027,128, N00009604,,,-0.367,56883.0,
Davis Susan A,2005, California, D, H,2044027,130, N00009604,,,-0.367,56883.0,
DeFazio Peter,2013, Oregon, D, H,987010,204, N00007781,,,-0.482,54067.0,
DeFazio Peter,2012, Oregon, D, H,1128509,194, N00007781,,,-0.488,54067.0,
DeFazio Peter,2011, Oregon, D, H,1237508,181, N00007781,,,-0.488,54067.0,
DeFazio Peter,2010, Oregon, D, H,2104008,125, N00007781,,,-0.488,54067.0,
DeFazio Peter,2009, Oregon, D, H,2437510,110, N00007781,,,-0.488,54067.0,
DeFazio Peter,2008, Oregon, D, H,922509,184, N00007781,,,-0.488,54067.0,
DeFazio Peter,2007, Oregon, D, H,746006,211, N00007781,,,-0.488,54067.0,
DeFazio Peter,2006, Oregon, D, H,673509,227, N00007781,,,-0.488,54067.0,
DeFazio Peter,2005, Oregon, D, H,694009,209, N00007781,,,-0.488,54067.0,
DeGette Diana,2013, Colorado, D, H,2199017,133, N00006134,,,-0.396,60727.0,
DeGette Diana,2012, Colorado, D, H,1901012,152, N00006134,,,-0.474,60727.0,
DeGette Diana,2011, Colorado, D, H,1491513,173, N00006134,,,-0.474,60727.0,
DeGette Diana,2010, Colorado, D, H,1267013,169, N00006134,,,-0.474,60727.0,
DeGette Diana,2009, Colorado, D, H,833013,204, N00006134,,,-0.474,60727.0,
DeGette Diana,2008, Colorado, D, H,524012,237, N00006134,,,-0.474,60727.0,
DeGette Diana,2007, Colorado, D, H,668011,231, N00006134,,,-0.474,60727.0,
DeGette Diana,2006, Colorado, D, H,516013,255, N00006134,,,-0.474,60727.0,
DeGette Diana,2005, Colorado, D, H,356012,287, N00006134,,,-0.474,60727.0,
Delaney John K,2013, Maryland, D, H,222410577,2, N00033897,,,-0.281,69826.0,
Delaney John K,2012, Maryland, D, H,154601580,3, N00033897,,,0.0,69826.0,
Delaney John K,2011, Maryland, D, H,138850569,4, N00033897,,,0.0,69826.0,
DeLauro Rosa L,2013, Connecticut, D, H,15492505,41, N00000615,,,-0.434,66905.0,
DeLauro Rosa L,2012, Connecticut, D, H,15834507,37, N00000615,,,-0.446,66905.0,
DeLauro Rosa L,2011, Connecticut, D, H,15934509,34, N00000615,,,-0.446,66905.0,
DeLauro Rosa L,2010, Connecticut, D, H,16626008,25, N00000615,,,-0.446,66905.0,
DeLauro Rosa L,2009, Connecticut, D, H,16063508,26, N00000615,,,-0.446,66905.0,
DeLauro Rosa L,2008, Connecticut, D, H,16276510,21, N00000615,,,-0.446,66905.0,
DeLauro Rosa L,2007, Connecticut, D, H,16540016,23, N00000615,,,-0.446,66905.0,
DeLauro Rosa L,2006, Connecticut, D, H,16485513,25, N00000615,,,-0.446,66905.0,
DeLauro Rosa L,2005, Connecticut, D, H,16279516,25, N00000615,,,-0.446,66905.0,
DelBene Suzan,2013, Washington, D, H,81249533,9, N00030693,,,-0.253,60692.0,
DelBene Suzan,2012, Washington, D, H,54251532,11, N00030693,,,-0.333,60692.0,
DelBene Suzan,2011, Washington, D, H,53234032,11, N00030693,,,-0.333,60692.0,
Denham Jeff,2013, California, R, H,16112503,39, N00031593,,,0.671,56883.0,
Denham Jeff,2012, California, R, H,15705003,38, N00031593,,,0.426,56883.0,
Denham Jeff,2011, California, R, H,3330003,97, N00031593,,,0.426,56883.0,
Denham Jeff,2010, California, R, H,3330003,97, N00031593,,,0.0,56883.0,
Denham Jeff,2009, California, R, H,705003,227, N00031593,,,0.0,56883.0,
Dent Charlie,2013, Pennsylvania, R, H,529525,263, N00026171,,,0.547,52768.0,
Dent Charlie,2012, Pennsylvania, R, H,458526,278, N00026171,,,0.241,52768.0,
Dent Charlie,2011, Pennsylvania, R, H,482025,270, N00026171,,,0.241,52768.0,
Dent Charlie,2010, Pennsylvania, R, H,420024,285, N00026171,,,0.241,52768.0,
Dent Charlie,2009, Pennsylvania, R, H,592525,240, N00026171,,,0.241,52768.0,
Dent Charlie,2008, Pennsylvania, R, H,523025,238, N00026171,,,0.241,52768.0,
Dent Charlie,2007, Pennsylvania, R, H,523025,253, N00026171,,,0.241,52768.0,
Dent Charlie,2006, Pennsylvania, R, H,682027,224, N00026171,,,0.241,52768.0,
Dent Charlie,2005, Pennsylvania, R, H,521019,244, N00026171,,,0.241,52768.0,
DeSantis Ron,2013, Florida, R, H,-36500,419, N00034746,,,0.929,47114.0,
DeSantis Ron,2012, Florida, R, H,-36500,433, N00034746,,,0.0,47114.0,
DeSantis Ron,2011, Florida, R, H,31504,390, N00034746,,,0.0,47114.0,
Desjarlais Scott,2013, Tennessee, R, H,382506,293, N00030957,,,0.784,43303.0,
Desjarlais Scott,2012, Tennessee, R, H,565506,256, N00030957,,,0.525,43303.0,
Desjarlais Scott,2011, Tennessee, R, H,548005,258, N00030957,,,0.525,43303.0,
Desjarlais Scott,2010, Tennessee, R, H,501503,264, N00030957,,,0.0,43303.0,
Desjarlais Scott,2009, Tennessee, R, H,565836,244, N00030957,,,0.0,43303.0,
Deutch Ted,2013, Florida, D, H,871018,216, N00031317,,,-0.401,47114.0,
Deutch Ted,2012, Florida, D, H,764511,233, N00031317,,,-0.45,47114.0,
Deutch Ted,2011, Florida, D, H,757010,229, N00031317,,,-0.45,47114.0,
Deutch Ted,2010, Florida, D, H,635008,235, N00031317,,,-0.45,47114.0,
Deutch Ted,2009, Florida, D, H,1156019,169, N00031317,,,-0.45,47114.0,
Diaz-Balart Mario,2013, Florida, R, H,-24500,414, N00025337,,,0.331,47114.0,
Diaz-Balart Mario,2012, Florida, R, H,-24500,428, N00025337,,,0.298,47114.0,
Diaz-Balart Mario,2011, Florida, R, H,-37000,428, N00025337,,,0.298,47114.0,
Diaz-Balart Mario,2010, Florida, R, H,-32501,434, N00025337,,,0.298,47114.0,
Diaz-Balart Mario,2009, Florida, R, H,-32501,422, N00025337,,,0.298,47114.0,
Diaz-Balart Mario,2008, Florida, R, H,8001,408, N00025337,,,0.298,47114.0,
Diaz-Balart Mario,2007, Florida, R, H,0,422, N00025337,,,0.298,47114.0,
Diaz-Balart Mario,2006, Florida, R, H,-12500,423, N00025337,,,0.298,47114.0,
Diaz-Balart Mario,2005, Florida, R, H,-65001,429, N00025337,,,0.298,47114.0,
Dingell John D,2013, Michigan, D, H,6262559,-1, N00001783,52193.0,,-0.387,50056.0,
Dingell John D,2012, Michigan, D, H,5239554,71, N00001783,52193.0,,-0.46,50056.0,
Dingell John D,2011, Michigan, D, H,4777052,72, N00001783,52193.0,,-0.46,50056.0,
Dingell John D,2010, Michigan, D, H,3250547,98, N00001783,52193.0,,-0.46,50056.0,
Dingell John D,2009, Michigan, D, H,2499540,103, N00001783,52193.0,,-0.46,50056.0,
Dingell John D,2008, Michigan, D, H,2601542,101, N00001783,52193.0,,-0.46,50056.0,
Dingell John D,2007, Michigan, D, H,4245544,74, N00001783,52193.0,,-0.46,50056.0,
Dingell John D,2006, Michigan, D, H,3922033,87, N00001783,52193.0,,-0.46,50056.0,
Dingell John D,2005, Michigan, D, H,3725030,86, N00001783,52193.0,,-0.46,50056.0,
Doggett Lloyd,2013, Texas, D, H,22637032,29, N00006023,,,-0.426,52169.0,
Doggett Lloyd,2012, Texas, D, H,21008543,31, N00006023,,,-0.442,52169.0,
Doggett Lloyd,2011, Texas, D, H,15533045,37, N00006023,,,-0.442,52169.0,
Doggett Lloyd,2010, Texas, D, H,15008545,28, N00006023,,,-0.442,52169.0,
Doggett Lloyd,2009, Texas, D, H,14370047,27, N00006023,,,-0.442,52169.0,
Doggett Lloyd,2008, Texas, D, H,13019047,26, N00006023,,,-0.442,52169.0,
Doggett Lloyd,2007, Texas, D, H,14859548,25, N00006023,,,-0.442,52169.0,
Doggett Lloyd,2006, Texas, D, H,13279549,29, N00006023,,,-0.442,52169.0,
Doggett Lloyd,2005, Texas, D, H,15609051,26, N00006023,,,-0.442,52169.0,
Donnelly Joe,2013, Indiana, D, S,781505,73, N00026586,,,-0.247,47805.0,
Donnelly Joe,2012, Indiana, D, S,749004,73, N00026586,,,0.0,47805.0,
Donnelly Joe,2011, Indiana, D, S,561505,76, N00026586,,,0.0,47805.0,
Donnelly Joe,2010, Indiana, D, S,174005,350, N00026586,,,0.0,47805.0,
Donnelly Joe,2009, Indiana, D, S,145504,344, N00026586,,,0.0,47805.0,
Donnelly Joe,2008, Indiana, D, S,465503,251, N00026586,,,0.0,47805.0,
Donnelly Joe,2007, Indiana, D, S,498004,259, N00026586,,,0.0,47805.0,
Donnelly Joe,2006, Indiana, D, S,473002,-1, N00026586,,,0.0,47805.0,
Doyle Mike,2013, Pennsylvania, D, H,205502,344, N00001373,,,-0.421,52768.0,
Doyle Mike,2012, Pennsylvania, D, H,475001,270, N00001373,,,-0.33,52768.0,
Doyle Mike,2011, Pennsylvania, D, H,175001,346, N00001373,,,-0.33,52768.0,
Doyle Mike,2010, Pennsylvania, D, H,175001,347, N00001373,,,-0.33,52768.0,
Doyle Mike,2009, Pennsylvania, D, H,175001,336, N00001373,,,-0.33,52768.0,
Doyle Mike,2008, Pennsylvania, D, H,175001,337, N00001373,,,-0.33,52768.0,
Doyle Mike,2007, Pennsylvania, D, H,175001,359, N00001373,,,-0.33,52768.0,
Doyle Mike,2006, Pennsylvania, D, H,217501,333, N00001373,,,-0.33,52768.0,
Doyle Mike,2005, Pennsylvania, D, H,205001,331, N00001373,,,-0.33,52768.0,
Duckworth Tammy,2013, Illinois, D, H,622026,250, N00027860,,,-0.257,54044.0,
Duckworth Tammy,2012, Illinois, D, H,495526,267, N00027860,,,0.0,54044.0,
Duckworth Tammy,2011, Illinois, D, H,548031,257, N00027860,,,0.0,54044.0,
Duffy Sean P,2013, Wisconsin, R, H,-99999,425, N00030967,,,0.841,54342.0,
Duffy Sean P,2012, Wisconsin, R, H,-99999,438, N00030967,,,0.503,54342.0,
Duffy Sean P,2011, Wisconsin, R, H,-67499,434, N00030967,,,0.503,54342.0,
Duffy Sean P,2010, Wisconsin, R, H,-167498,444, N00030967,,,0.0,54342.0,
Duffy Sean P,2009, Wisconsin, R, H,-417495,434, N00030967,,,0.0,54342.0,
Duncan Jeff,2013, South Carolina, R, H,1098008,197, N00030752,,,0.977,43437.0,
Duncan Jeff,2012, South Carolina, R, H,1475007,176, N00030752,,,0.773,43437.0,
Duncan Jeff,2011, South Carolina, R, H,640006,245, N00030752,,,0.773,43437.0,
Duncan Jeff,2010, South Carolina, R, H,864507,204, N00030752,,,0.0,43437.0,
Duncan Jeff,2009, South Carolina, R, H,1081507,178, N00030752,,,0.0,43437.0,
Duncan John J Jr,2013, Tennessee, R, H,519008,267, N00003209,,,1.121,43303.0,
Duncan John J Jr,2012, Tennessee, R, H,358009,302, N00003209,,,0.6,43303.0,
Duncan John J Jr,2011, Tennessee, R, H,406511,291, N00003209,,,0.6,43303.0,
Duncan John J Jr,2010, Tennessee, R, H,414511,287, N00003209,,,0.6,43303.0,
Duncan John J Jr,2009, Tennessee, R, H,414511,278, N00003209,,,0.6,43303.0,
Duncan John J Jr,2008, Tennessee, R, H,736517,203, N00003209,,,0.6,43303.0,
Duncan John J Jr,2007, Tennessee, R, H,821013,199, N00003209,,,0.6,43303.0,
Duncan John J Jr,2006, Tennessee, R, H,592009,241, N00003209,,,0.6,43303.0,
Duncan John J Jr,2005, Tennessee, R, H,635008,219, N00003209,,,0.6,43303.0,
Durbin Dick,2013, Illinois, D, S,1589985,60, N00004981,,,-0.496,54044.0,
Durbin Dick,2012, Illinois, D, S,1345246,60, N00004981,,,-0.49,54044.0,
Durbin Dick,2011, Illinois, D, S,1326066,60, N00004981,,,-0.49,54044.0,
Durbin Dick,2010, Illinois, D, S,1099550,69, N00004981,,,-0.483,54044.0,
Durbin Dick,2009, Illinois, D, S,1147159,63, N00004981,,,-0.483,54044.0,
Durbin Dick,2008, Illinois, D, S,932376,72, N00004981,,,-0.477,54044.0,
Durbin Dick,2007, Illinois, D, S,1328763,59, N00004981,,,-0.477,54044.0,
Durbin Dick,2006, Illinois, D, S,1351178,58, N00004981,,,-0.471,54044.0,
Durbin Dick,2005, Illinois, D, S,1262520,63, N00004981,,,-0.471,54044.0,
Edwards Donna,2013, Maryland, D, H,56504,380, N00028249,,,-0.547,69826.0,
Edwards Donna,2012, Maryland, D, H,30636,400, N00028249,,,-0.613,69826.0,
Edwards Donna,2011, Maryland, D, H,36482,388, N00028249,,,-0.613,69826.0,
Edwards Donna,2010, Maryland, D, H,30922,401, N00028249,,,-0.613,69826.0,
Edwards Donna,2009, Maryland, D, H,40408,393, N00028249,,,-0.613,69826.0,
Edwards Donna,2008, Maryland, D, H,96163,364, N00028249,,,-0.613,69826.0,
Edwards Donna,2007, Maryland, D, H,200504,346, N00028249,,,-0.613,69826.0,
Ellison Keith,2013, Minnesota, D, H,25503,395, N00028257,,,-0.556,61162.0,
Ellison Keith,2012, Minnesota, D, H,6004,409, N00028257,,,-0.619,61162.0,
Ellison Keith,2011, Minnesota, D, H,5503,403, N00028257,,,-0.619,61162.0,
Ellison Keith,2010, Minnesota, D, H,-14498,428, N00028257,,,-0.619,61162.0,
Ellison Keith,2009, Minnesota, D, H,18003,401, N00028257,,,-0.619,61162.0,
Ellison Keith,2008, Minnesota, D, H,-21497,428, N00028257,,,-0.619,61162.0,
Ellison Keith,2007, Minnesota, D, H,6004,419, N00028257,,,-0.619,61162.0,
Ellison Keith,2006, Minnesota, D, H,18504,-1, N00028257,,,0.0,61162.0,
Ellmers Renee,2013, North Carolina, R, H,-246499,429, N00031513,50713.0,,0.598,43395.0,
Ellmers Renee,2012, North Carolina, R, H,-101498,439, N00031513,50713.0,,0.478,43395.0,
Ellmers Renee,2011, North Carolina, R, H,-168498,441, N00031513,50713.0,,0.478,43395.0,
Ellmers Renee,2010, North Carolina, R, H,-91497,437, N00031513,50713.0,,0.0,43395.0,
Ellmers Renee,2009, North Carolina, R, H,-155998,429, N00031513,50713.0,,0.0,43395.0,
Engel Eliot L,2013, New York, D, H,64503,378, N00001003,,,-0.329,51554.0,
Engel Eliot L,2012, New York, D, H,56502,391, N00001003,,,-0.429,51554.0,
Engel Eliot L,2011, New York, D, H,-10498,425, N00001003,,,-0.429,51554.0,
Engel Eliot L,2010, New York, D, H,199002,342, N00001003,,,-0.429,51554.0,
Engel Eliot L,2009, New York, D, H,99002,367, N00001003,,,-0.429,51554.0,
Engel Eliot L,2008, New York, D, H,56502,385, N00001003,,,-0.429,51554.0,
Engel Eliot L,2007, New York, D, H,44002,398, N00001003,,,-0.429,51554.0,
Engel Eliot L,2006, New York, D, H,44002,390, N00001003,,,-0.429,51554.0,
Engel Eliot L,2005, New York, D, H,44002,394, N00001003,,,-0.429,51554.0,
Enyart William,2013, Illinois, D, H,2671031,-1, N00034884,,,-0.242,54044.0,
Enyart William,2012, Illinois, D, H,5791065,65, N00034884,,,0.0,54044.0,
Enyart William,2011, Illinois, D, H,2611527,121, N00034884,,,0.0,54044.0,
Enzi Mike,2013, Wyoming, R, S,1009529,69, N00006249,58752.0,,0.734,56835.0,
Enzi Mike,2012, Wyoming, R, S,938029,67, N00006249,58752.0,,0.717,56835.0,
Enzi Mike,2011, Wyoming, R, S,928531,63, N00006249,58752.0,,0.717,56835.0,
Enzi Mike,2010, Wyoming, R, S,1159034,67, N00006249,58752.0,,0.699,56835.0,
Enzi Mike,2009, Wyoming, R, S,1692537,58, N00006249,58752.0,,0.699,56835.0,
Enzi Mike,2008, Wyoming, R, S,1394536,64, N00006249,58752.0,,0.682,56835.0,
Enzi Mike,2007, Wyoming, R, S,1100035,63, N00006249,58752.0,,0.682,56835.0,
Enzi Mike,2006, Wyoming, R, S,421518,86, N00006249,58752.0,,0.664,56835.0,
Enzi Mike,2005, Wyoming, R, S,521518,80, N00006249,58752.0,,0.664,56835.0,
Eshoo Anna,2013, California, D, H,1873506,147, N00007335,,,-0.371,56883.0,
Eshoo Anna,2012, California, D, H,2073506,147, N00007335,,,-0.426,56883.0,
Eshoo Anna,2011, California, D, H,2582006,123, N00007335,,,-0.426,56883.0,
Eshoo Anna,2010, California, D, H,1841506,138, N00007335,,,-0.426,56883.0,
Eshoo Anna,2009, California, D, H,1683503,137, N00007335,,,-0.426,56883.0,
Eshoo Anna,2008, California, D, H,1508003,139, N00007335,,,-0.426,56883.0,
Eshoo Anna,2007, California, D, H,1148005,165, N00007335,,,-0.426,56883.0,
Eshoo Anna,2006, California, D, H,1380506,157, N00007335,,,-0.426,56883.0,
Eshoo Anna,2005, California, D, H,2182006,123, N00007335,,,-0.426,56883.0,
Esty Elizabeth,2013, Connecticut, D, H,4576045,82, N00033217,,,-0.303,66905.0,
Esty Elizabeth,2012, Connecticut, D, H,3923540,93, N00033217,,,0.0,66905.0,
Esty Elizabeth,2011, Connecticut, D, H,4807570,71, N00033217,,,0.0,66905.0,
Faleomavaega Eni F H,2013, American Samoa, D, S,837012,-1, N00007632,,,,,
Faleomavaega Eni F H,2012, American Samoa, D, S,510510,263, N00007632,,,,,
Faleomavaega Eni F H,2011, American Samoa, D, S,486511,266, N00007632,,,,,
Faleomavaega Eni F H,2010, American Samoa, D, S,155505,357, N00007632,,,,,
Faleomavaega Eni F H,2009, American Samoa, D, S,48004,386, N00007632,,,,,
Faleomavaega Eni F H,2008, American Samoa, D, S,338506,287, N00007632,,,,,
Faleomavaega Eni F H,2007, American Samoa, D, S,406007,274, N00007632,,,,,
Faleomavaega Eni F H,2006, American Samoa, D, S,-51995,429, N00007632,,,,,
Faleomavaega Eni F H,2005, American Samoa, D, S,148006,350, N00007632,,,,,
Farenthold Blake,2013, Texas, R, H,3932923,92, N00031672,,,0.76,52169.0,
Farenthold Blake,2012, Texas, R, H,4203047,89, N00031672,,,0.547,52169.0,
Farenthold Blake,2011, Texas, R, H,24047549,24, N00031672,,,0.547,52169.0,
Farenthold Blake,2010, Texas, R, H,26654549,19, N00031672,,,0.0,52169.0,
