Name,Year,State,Party,Chamber,NetWorth,NetWorthRank,OSID,DistrictMedInc,District,DW Nominate,State Median Income,MedianIncome,YearlyChange,WealthGrowthIndex
Donnelly Joe,2009, Indiana, D, S,145504,344, N00026586,,,0.0,47805.0,,-319999.0,-0.1461034456085192
Donnelly Joe,2010, Indiana, D, S,174005,350, N00026586,,,0.0,47805.0,,28501.0,-0.08234488953715538
Donnelly Joe,2011, Indiana, D, S,561505,76, N00026586,,,0.0,47805.0,,387500.0,-0.005174983573728939
Donnelly Joe,2012, Indiana, D, S,749004,73, N00026586,,,0.0,47805.0,,187499.0,0.04305558737132497
Donnelly Joe,2013, Indiana, D, S,781505,73, N00026586,,,-0.247,47805.0,,32501.0,-0.10486551747007379
Doyle Mike,2005, Pennsylvania, D, H,205001,331, N00001373,,,-0.33,52768.0,,0.0,
Doyle Mike,2006, Pennsylvania, D, H,217501,333, N00001373,,,-0.33,52768.0,,12500.0,0.0025484856140062305
Doyle Mike,2007, Pennsylvania, D, H,175001,359, N00001373,,,-0.33,52768.0,,-42500.0,-0.1466980988663404
Doyle Mike,2008, Pennsylvania, D, H,175001,337, N00001373,,,-0.33,52768.0,,0.0,0.1792256896170244
Doyle Mike,2009, Pennsylvania, D, H,175001,336, N00001373,,,-0.33,52768.0,,0.0,-0.08410091892220811
Doyle Mike,2010, Pennsylvania, D, H,175001,347, N00001373,,,-0.33,52768.0,,0.0,-0.08435464519723557
Doyle Mike,2011, Pennsylvania, D, H,175001,346, N00001373,,,-0.33,52768.0,,0.0,-0.0563885883386638
Doyle Mike,2012, Pennsylvania, D, H,475001,270, N00001373,,,-0.33,52768.0,,300000.0,0.05011976464322833
Doyle Mike,2013, Pennsylvania, D, H,205502,344, N00001373,,,-0.421,52768.0,,-269499.0,-0.1627525539795746
Duckworth Tammy,2011, Illinois, D, H,548031,257, N00027860,,,0.0,54044.0,,0.0,-0.0563885883386638
Duckworth Tammy,2012, Illinois, D, H,495526,267, N00027860,,,0.0,54044.0,,-52505.0,0.027985225312624214
Duckworth Tammy,2013, Illinois, D, H,622026,250, N00027860,,,-0.257,54044.0,,126500.0,-0.08684788983809841
Duffy Sean P,2009, Wisconsin, R, H,-417495,434, N00030967,,,0.0,54342.0,,0.0,-0.08410091892220811
Duffy Sean P,2010, Wisconsin, R, H,-167498,444, N00030967,,,0.0,54342.0,,249997.0,-0.06672603968328637
Duffy Sean P,2011, Wisconsin, R, H,-67499,434, N00030967,,,0.503,54342.0,,99999.0,-0.043172306369918714
Duffy Sean P,2012, Wisconsin, R, H,-99999,438, N00030967,,,0.503,54342.0,,-32500.0,0.02924138184744992
Duffy Sean P,2013, Wisconsin, R, H,-99999,425, N00030967,,,0.841,54342.0,,0.0,-0.11109527433628336
Duncan Jeff,2009, South Carolina, R, H,1081507,178, N00030752,,,0.0,43437.0,,0.0,-0.08410091892220811
Duncan Jeff,2010, South Carolina, R, H,864507,204, N00030752,,,0.0,43437.0,,-217000.0,-0.09965645840510197
Duncan Jeff,2011, South Carolina, R, H,640006,245, N00030752,,,0.773,43437.0,,-224501.0,-0.08605957023113514
Duncan Jeff,2012, South Carolina, R, H,1475007,176, N00030752,,,0.773,43437.0,,835001.0,0.0837136162947298
Duncan Jeff,2013, South Carolina, R, H,1098008,197, N00030752,,,0.977,43437.0,,-376999.0,-0.18335803882981083
Duncan John J Jr,2005, Tennessee, R, H,635008,219, N00003209,,,0.6,43303.0,,0.0,
Duncan John J Jr,2006, Tennessee, R, H,592009,241, N00003209,,,0.6,43303.0,,-42999.0,-0.009618477381288628
Duncan John J Jr,2007, Tennessee, R, H,821013,199, N00003209,,,0.6,43303.0,,229004.0,-0.07396658631207899
Duncan John J Jr,2008, Tennessee, R, H,736517,203, N00003209,,,0.6,43303.0,,-84496.0,0.16575312739650735
Duncan John J Jr,2009, Tennessee, R, H,414511,278, N00003209,,,0.6,43303.0,,-322006.0,-0.14649231892080902
Duncan John J Jr,2010, Tennessee, R, H,414511,287, N00003209,,,0.6,43303.0,,0.0,-0.08435464519723557
Duncan John J Jr,2011, Tennessee, R, H,406511,291, N00003209,,,0.6,43303.0,,-8000.0,-0.05744590146929472
Duncan John J Jr,2012, Tennessee, R, H,358009,302, N00003209,,,0.6,43303.0,,-48502.0,0.028236582203846772
Duncan John J Jr,2013, Tennessee, R, H,519008,267, N00003209,,,1.121,43303.0,,160999.0,-0.08023515847206772
Durbin Dick,2005, Illinois, D, S,1262520,63, N00004981,,,-0.471,54044.0,,0.0,
Durbin Dick,2006, Illinois, D, S,1351178,58, N00004981,,,-0.471,54044.0,,88658.0,0.019244490367166935
Durbin Dick,2007, Illinois, D, S,1328763,59, N00004981,,,-0.477,54044.0,,-22415.0,-0.14131765353348213
Durbin Dick,2008, Illinois, D, S,932376,72, N00004981,,,-0.477,54044.0,,-396387.0,0.11602330700833176
Durbin Dick,2009, Illinois, D, S,1147159,63, N00004981,,,-0.483,54044.0,,214783.0,-0.04248488671815135
Durbin Dick,2010, Illinois, D, S,1099550,69, N00004981,,,-0.483,54044.0,,-47609.0,-0.08771180660282686
Durbin Dick,2011, Illinois, D, S,1326066,60, N00004981,,,-0.49,54044.0,,226516.0,-0.026451295701414808
Durbin Dick,2012, Illinois, D, S,1345246,60, N00004981,,,-0.49,54044.0,,19180.0,0.03248647905913662
Durbin Dick,2013, Illinois, D, S,1589985,60, N00004981,,,-0.496,54044.0,,244739.0,-0.0641839649710558
Edwards Donna,2007, Maryland, D, H,200504,346, N00028249,,,-0.613,69826.0,,0.0,-0.13531303903828587
Edwards Donna,2008, Maryland, D, H,96163,364, N00028249,,,-0.613,69826.0,,-104341.0,0.162588918472225
Edwards Donna,2009, Maryland, D, H,40408,393, N00028249,,,-0.613,69826.0,,-55755.0,-0.09490392416720973
Edwards Donna,2010, Maryland, D, H,30922,401, N00028249,,,-0.613,69826.0,,-9486.0,-0.08502355303175087
Edwards Donna,2011, Maryland, D, H,36482,388, N00028249,,,-0.613,69826.0,,5560.0,-0.05565375571287532
Edwards Donna,2012, Maryland, D, H,30636,400, N00028249,,,-0.613,69826.0,,-5846.0,0.030915043246062483
Edwards Donna,2013, Maryland, D, H,56504,380, N00028249,,,-0.547,69826.0,,25868.0,-0.10613692380506558
Ellison Keith,2006, Minnesota, D, H,18504,-1, N00028257,,,0.0,61162.0,,0.0,-0.00019187074270624583
Ellison Keith,2007, Minnesota, D, H,6004,419, N00028257,,,-0.619,61162.0,,-12500.0,-0.1386615860465372
Ellison Keith,2008, Minnesota, D, H,-21497,428, N00028257,,,-0.619,61162.0,,-27501.0,0.17484076093843087
Ellison Keith,2009, Minnesota, D, H,18003,401, N00028257,,,-0.619,61162.0,,39500.0,-0.07644745811730157
Ellison Keith,2010, Minnesota, D, H,-14498,428, N00028257,,,-0.619,61162.0,,-32501.0,-0.08664646193027181
Ellison Keith,2011, Minnesota, D, H,5503,403, N00028257,,,-0.619,61162.0,,20001.0,-0.053745173347945194
Ellison Keith,2012, Minnesota, D, H,6004,409, N00028257,,,-0.619,61162.0,,501.0,0.03131358488697919
Ellison Keith,2013, Minnesota, D, H,25503,395, N00028257,,,-0.556,61162.0,,19499.0,-0.10735772690284376
Ellmers Renee,2009, North Carolina, R, H,-155998,429, N00031513,50713.0,,0.0,43395.0,,0.0,-0.08410091892220811
Ellmers Renee,2010, North Carolina, R, H,-91497,437, N00031513,50713.0,,0.0,43395.0,,64501.0,-0.07980633988055082
Ellmers Renee,2011, North Carolina, R, H,-168498,441, N00031513,50713.0,,0.478,43395.0,,-77001.0,-0.06656535938512767
Ellmers Renee,2012, North Carolina, R, H,-101498,439, N00031513,50713.0,,0.478,43395.0,,67000.0,0.03548919865400616
Ellmers Renee,2013, North Carolina, R, H,-246499,429, N00031513,50713.0,,0.598,43395.0,,-145001.0,-0.13888891069692616
Engel Eliot L,2005, New York, D, H,44002,394, N00001003,,,-0.429,51554.0,,0.0,
Engel Eliot L,2006, New York, D, H,44002,390, N00001003,,,-0.429,51554.0,,0.0,-0.00019187074270624583
Engel Eliot L,2007, New York, D, H,44002,398, N00001003,,,-0.429,51554.0,,0.0,-0.13531303903828587
Engel Eliot L,2008, New York, D, H,56502,385, N00001003,,,-0.429,51554.0,,12500.0,0.1812187665408606
Engel Eliot L,2009, New York, D, H,99002,367, N00001003,,,-0.429,51554.0,,42500.0,-0.07586618261313145
Engel Eliot L,2010, New York, D, H,199002,342, N00001003,,,-0.429,51554.0,,100000.0,-0.077303118373334
Engel Eliot L,2011, New York, D, H,-10498,425, N00001003,,,-0.429,51554.0,,-209500.0,-0.08407697594706084
Engel Eliot L,2012, New York, D, H,56502,391, N00001003,,,-0.429,51554.0,,67000.0,0.03548919865400616
Engel Eliot L,2013, New York, D, H,64503,378, N00001003,,,-0.329,51554.0,,8001.0,-0.10956165122663926
Enyart William,2011, Illinois, D, H,2611527,121, N00034884,,,0.0,54044.0,,0.0,-0.0563885883386638
Enyart William,2012, Illinois, D, H,5791065,65, N00034884,,,0.0,54044.0,,3179538.0,0.23093208536199572
Enyart William,2013, Illinois, D, H,2671031,-1, N00034884,,,-0.242,54044.0,,-3120034.0,-0.7091400493988128
Enzi Mike,2005, Wyoming, R, S,521518,80, N00006249,58752.0,,0.664,56835.0,,0.0,
Enzi Mike,2006, Wyoming, R, S,421518,86, N00006249,58752.0,,0.664,56835.0,,-100000.0,-0.02211472159640606
Enzi Mike,2007, Wyoming, R, S,1100035,63, N00006249,58752.0,,0.682,56835.0,,678517.0,0.046450646593527184
Enzi Mike,2008, Wyoming, R, S,1394536,64, N00006249,58752.0,,0.682,56835.0,,294501.0,0.22618274138875907
Enzi Mike,2009, Wyoming, R, S,1692537,58, N00006249,58752.0,,0.699,56835.0,,298001.0,-0.02636069174947508
Enzi Mike,2010, Wyoming, R, S,1159034,67, N00006249,58752.0,,0.699,56835.0,,-533503.0,-0.12197475234855515
Enzi Mike,2011, Wyoming, R, S,928531,63, N00006249,58752.0,,0.717,56835.0,,-230503.0,-0.08685281940739098
Enzi Mike,2012, Wyoming, R, S,938029,67, N00006249,58752.0,,0.717,56835.0,,9498.0,0.03187852566897504
Enzi Mike,2013, Wyoming, R, S,1009529,69, N00006249,58752.0,,0.734,56835.0,,71500.0,-0.09739023092426577
Eshoo Anna,2005, California, D, H,2182006,123, N00007335,,,-0.426,56883.0,,0.0,
Eshoo Anna,2006, California, D, H,1380506,157, N00007335,,,-0.426,56883.0,,-801500.0,-0.17590352033511023
Eshoo Anna,2007, California, D, H,1148005,165, N00007335,,,-0.426,56883.0,,-232501.0,-0.19759628127552115
Eshoo Anna,2008, California, D, H,1508003,139, N00007335,,,-0.426,56883.0,,359998.0,0.23662598613119903
Eshoo Anna,2009, California, D, H,1683503,137, N00007335,,,-0.426,56883.0,,175500.0,-0.05009630192825625
Eshoo Anna,2010, California, D, H,1841506,138, N00007335,,,-0.426,56883.0,,158003.0,-0.07321302126966638
Eshoo Anna,2011, California, D, H,2582006,123, N00007335,,,-0.426,56883.0,,740500.0,0.041478958315360116
Eshoo Anna,2012, California, D, H,2073506,147, N00007335,,,-0.426,56883.0,,-508500.0,-0.0006476714180854847
Eshoo Anna,2013, California, D, H,1873506,147, N00007335,,,-0.371,56883.0,,-200000.0,-0.14943106010416468
Esty Elizabeth,2011, Connecticut, D, H,4807570,71, N00033217,,,0.0,66905.0,,0.0,-0.0563885883386638
Esty Elizabeth,2012, Connecticut, D, H,3923540,93, N00033217,,,0.0,66905.0,,-884030.0,-0.024227999512216807
Esty Elizabeth,2013, Connecticut, D, H,4576045,82, N00033217,,,-0.303,66905.0,,652505.0,0.01397618512607371
Faleomavaega Eni F H,2005, American Samoa, D, S,148006,350, N00007632,,,,,,0.0,
Faleomavaega Eni F H,2006, American Samoa, D, S,-51995,429, N00007632,,,,,,-200001.0,-0.04403779167861441
Faleomavaega Eni F H,2007, American Samoa, D, S,406007,274, N00007632,,,,,,458002.0,-0.012621740888436065
Faleomavaega Eni F H,2008, American Samoa, D, S,338506,287, N00007632,,,,,,-67501.0,0.16846291478215505
Faleomavaega Eni F H,2009, American Samoa, D, S,48004,386, N00007632,,,,,,-290502.0,-0.14038815109301722
Faleomavaega Eni F H,2010, American Samoa, D, S,155505,357, N00007632,,,,,,107501.0,-0.07677418334627314
Faleomavaega Eni F H,2011, American Samoa, D, S,486511,266, N00007632,,,,,,331006.0,-0.012641464573961791
Faleomavaega Eni F H,2012, American Samoa, D, S,510510,263, N00007632,,,,,,23999.0,0.032789074327385814
Faleomavaega Eni F H,2013, American Samoa, D, S,837012,-1, N00007632,,,,,,326502.0,-0.04851172071235939
Farenthold Blake,2009, Texas, R, H,20870542,21, N00031672,,,0.0,52169.0,,0.0,-0.08410091892220811
Farenthold Blake,2010, Texas, R, H,26654549,19, N00031672,,,0.0,52169.0,,5784007.0,0.3235061599041087
Farenthold Blake,2011, Texas, R, H,24047549,24, N00031672,,,0.547,52169.0,,-2607000.0,-0.4009405047830127
Farenthold Blake,2012, Texas, R, H,4203047,89, N00031672,,,0.547,52169.0,,-19844502.0,-1.2147963977216552
Farenthold Blake,2013, Texas, R, H,3932923,92, N00031672,,,0.76,52169.0,,-270124.0,-0.16287235331009925
Farr Sam,2005, California, D, H,2285014,122, N00007312,,,-0.486,56883.0,,0.0,
Farr Sam,2006, California, D, H,2279012,122, N00007312,,,-0.486,56883.0,,-6002.0,-0.0015076802509453085
Farr Sam,2007, California, D, H,2189511,118, N00007312,,,-0.486,56883.0,,-89501.0,-0.159288903501126
Farr Sam,2008, California, D, H,2005511,115, N00007312,,,-0.486,56883.0,,-184000.0,0.1498875972981556
Farr Sam,2009, California, D, H,2114511,120, N00007312,,,-0.486,56883.0,,109000.0,-0.06298124227069385
Farr Sam,2010, California, D, H,2114511,124, N00007312,,,-0.486,56883.0,,0.0,-0.08435464519723557
Farr Sam,2011, California, D, H,2484516,128, N00007312,,,-0.486,56883.0,,370005.0,-0.007487195226277417
Farr Sam,2012, California, D, H,2469517,129, N00007312,,,-0.486,56883.0,,-14999.0,0.03034030689198802
Farr Sam,2013, California, D, H,2900517,118, N00007312,,,-0.466,56883.0,,431000.0,-0.028481656006499066
Fattah Chaka,2005, Pennsylvania, D, H,185000,334, N00001746,,,-0.502,52768.0,,0.0,
Fattah Chaka,2006, Pennsylvania, D, H,185000,341, N00001746,,,-0.502,52768.0,,0.0,-0.00019187074270624583
Fattah Chaka,2007, Pennsylvania, D, H,185000,352, N00001746,,,-0.502,52768.0,,0.0,-0.13531303903828587
Fattah Chaka,2008, Pennsylvania, D, H,217501,319, N00001746,,,-0.502,52768.0,,32501.0,0.18440784906515242
Fattah Chaka,2009, Pennsylvania, D, H,250001,310, N00001746,,,-0.502,52768.0,,32500.0,-0.07780376762703184
Fattah Chaka,2010, Pennsylvania, D, H,250001,326, N00001746,,,-0.502,52768.0,,0.0,-0.08435464519723557
Fattah Chaka,2011, Pennsylvania, D, H,250001,325, N00001746,,,-0.502,52768.0,,0.0,-0.0563885883386638
Fattah Chaka,2012, Pennsylvania, D, H,250001,333, N00001746,,,-0.502,52768.0,,0.0,0.031282126030495926
Fattah Chaka,2013, Pennsylvania, D, H,175001,351, N00001746,,,-0.371,52768.0,,-75000.0,-0.12547119399923884
Feinstein Dianne,2005, California, D, S,70985657,5, N00007364,,,-0.312,56883.0,,0.0,
Feinstein Dianne,2006, California, D, S,79555658,5, N00007364,,,-0.312,56883.0,,8570001.0,1.8785966666478762
Feinstein Dianne,2007, California, D, S,84211165,6, N00007364,,,-0.323,56883.0,,4655507.0,1.1118216839011617
Feinstein Dianne,2008, California, D, S,72380638,6, N00007364,,,-0.323,56883.0,,-11830527.0,-1.7071063392246602
Feinstein Dianne,2009, California, D, S,77082134,6, N00007364,,,-0.333,56883.0,,4701496.0,0.8268539003290548
Feinstein Dianne,2010, California, D, S,69046623,7, N00007364,,,-0.333,56883.0,,-8035511.0,-0.6509808587997966
Feinstein Dianne,2011, California, D, S,70725124,5, N00007364,,,-0.344,56883.0,,1678501.0,0.16544905504597604
Feinstein Dianne,2012, California, D, S,68446579,4, N00007364,,,-0.344,56883.0,,-2278545.0,-0.11179256487899855
Feinstein Dianne,2013, California, D, S,77235069,3, N00007364,,,-0.354,56883.0,,8788490.0,1.5734730749795538
Fincher Steve,2009, Tennessee, R, H,0,-1, N00031141,,,0.0,43303.0,,0.0,-0.08410091892220811
Fincher Steve,2010, Tennessee, R, H,-3302504,448, N00031141,,,0.0,43303.0,,-3302504.0,-0.31723160061765776
Fincher Steve,2011, Tennessee, R, H,-472502,443, N00031141,,,0.545,43303.0,,2830002.0,0.31763619595030446
Fincher Steve,2012, Tennessee, R, H,-472502,443, N00031141,,,0.545,43303.0,,0.0,0.031282126030495926
Fincher Steve,2013, Tennessee, R, H,750001,227, N00031141,,,0.774,43303.0,,1222503.0,0.12323279120667785
Fischer Deb,2011, Nebraska, R, S,323502,84, N00033443,,,0.0,54777.0,,0.0,-0.0563885883386638
Fischer Deb,2012, Nebraska, R, S,248002,91, N00033443,,,0.0,54777.0,,-75500.0,0.026541320312958274
Fischer Deb,2013, Nebraska, R, S,268002,90, N00033443,,,0.608,54777.0,,20000.0,-0.10726169575949522
Fitzpatrick Michael G,2009, Pennsylvania, R, H,220502,325, N00027229,,,0.203,52768.0,,0.0,-0.08410091892220811
Fitzpatrick Michael G,2010, Pennsylvania, R, H,258002,322, N00027229,,,0.203,52768.0,,37500.0,-0.08171032263827248
Fitzpatrick Michael G,2011, Pennsylvania, R, H,420019,283, N00027229,,,0.203,52768.0,,162017.0,-0.03497575065298522
Fitzpatrick Michael G,2012, Pennsylvania, R, H,436519,285, N00027229,,,0.203,52768.0,,16500.0,0.03231819615419621
Fitzpatrick Michael G,2013, Pennsylvania, R, H,473019,274, N00027229,,,0.558,52768.0,,36500.0,-0.10409899343364501
Flake Jeff,2005, Arizona, R, S,231003,323, N00009573,,,0.0,49562.0,,0.0,
Flake Jeff,2006, Arizona, R, S,124003,355, N00009573,,,0.0,49562.0,,-107000.0,-0.023649321156165047
Flake Jeff,2007, Arizona, R, S,75001,384, N00009573,,,0.0,49562.0,,-49002.0,-0.14843987907815237
Flake Jeff,2008, Arizona, R, S,40501,391, N00009573,,,0.0,49562.0,,-34500.0,0.1737247973072365
Flake Jeff,2009, Arizona, R, S,65001,378, N00009573,,,0.0,49562.0,,24500.0,-0.07935383563815215
Flake Jeff,2010, Arizona, R, S,65001,384, N00009573,,,0.0,49562.0,,0.0,-0.08435464519723557
Flake Jeff,2011, Arizona, R, S,32501,94, N00009573,,,0.0,49562.0,,-32500.0,-0.06068392293185189
Flake Jeff,2012, Arizona, R, S,83001,96, N00009573,,,0.0,49562.0,,50500.0,0.03445312853030588
Flake Jeff,2013, Arizona, R, S,283001,89, N00009573,,,0.431,49562.0,,200000.0,-0.07275948856840202
Fleischmann Chuck,2009, Tennessee, R, H,2850005,96, N00030815,,,0.0,43303.0,,0.0,-0.08410091892220811
Fleischmann Chuck,2010, Tennessee, R, H,2723808,109, N00030815,,,0.0,43303.0,,-126197.0,-0.09325346050319464
Fleischmann Chuck,2011, Tennessee, R, H,2515658,126, N00030815,,,0.0,43303.0,,-208150.0,-0.08389855435626688
Fleischmann Chuck,2012, Tennessee, R, H,2528000,127, N00030815,,,0.0,43303.0,,12342.0,0.03205710648302374
Fleischmann Chuck,2013, Tennessee, R, H,2521847,127, N00030815,,,0.666,43303.0,,-6153.0,-0.11227467478543222
Fleming John,2007, Louisiana, R, H,22965523,-1, N00029679,,,0.0,40462.0,,0.0,-0.13531303903828587
Fleming John,2008, Louisiana, R, H,6538622,44, N00029679,,,0.0,40462.0,,-16426901.0,-2.4399804954423137
Fleming John,2009, Louisiana, R, H,9475802,37, N00029679,,,0.0,40462.0,,2937180.0,0.48500267619058673
Fleming John,2010, Louisiana, R, H,10172792,34, N00029679,,,0.0,40462.0,,696990.0,-0.03520620838732404
Fleming John,2011, Louisiana, R, H,7768570,50, N00029679,,,0.0,40462.0,,-2404222.0,-0.37414052453262825
Fleming John,2012, Louisiana, R, H,35129024,18, N00029679,,,0.0,40462.0,,27360454.0,1.7493032751381243
Fleming John,2013, Louisiana, R, H,28222531,24, N00029679,,,0.818,40462.0,,-6906493.0,-1.4349244546131439
Flores Bill,2009, Texas, R, H,6901146,44, N00031545,,,0.0,52169.0,,0.0,-0.08410091892220811
Flores Bill,2010, Texas, R, H,7924008,41, N00031545,,,0.0,52169.0,,1022862.0,-0.012227256895739525
Flores Bill,2011, Texas, R, H,8274508,48, N00031545,,,0.0,52169.0,,350500.0,-0.010065056802896913
Flores Bill,2012, Texas, R, H,8922264,49, N00031545,,,0.0,52169.0,,647756.0,0.07195610415459287
Flores Bill,2013, Texas, R, H,9158264,52, N00031545,,,0.82,52169.0,,236000.0,-0.06585904713018337
Forbes Randy,2005, Virginia, R, H,565502,230, N00013799,,,0.414,66015.0,,0.0,
Forbes Randy,2006, Virginia, R, H,765982,212, N00013799,,,0.414,66015.0,,200480.0,0.04375906064879114
Forbes Randy,2007, Virginia, R, H,867181,193, N00013799,,,0.414,66015.0,,101199.0,-0.10820347034324382
Forbes Randy,2008, Virginia, R, H,999382,176, N00013799,,,0.414,66015.0,,132201.0,0.2003046306096699
Forbes Randy,2009, Virginia, R, H,805480,208, N00013799,,,0.414,66015.0,,-193902.0,-0.12167107985873946
Forbes Randy,2010, Virginia, R, H,2749303,108, N00013799,,,0.414,66015.0,,1943823.0,0.05271455505693259
Forbes Randy,2011, Virginia, R, H,2767002,115, N00013799,,,0.414,66015.0,,17699.0,-0.054049415201284236
Forbes Randy,2012, Virginia, R, H,2793004,116, N00013799,,,0.414,66015.0,,26002.0,0.03291484696119015
Forbes Randy,2013, Virginia, R, H,2730505,122, N00013799,,,0.63,66015.0,,-62499.0,-0.12307501570981742
Fortenberry Jeff,2005, Nebraska, R, H,267511,308, N00026631,,,0.303,54777.0,,0.0,
Fortenberry Jeff,2006, Nebraska, R, H,335509,299, N00026631,,,0.303,54777.0,,67998.0,0.014715229380792554
Fortenberry Jeff,2007, Nebraska, R, H,290504,311, N00026631,,,0.303,54777.0,,-45005.0,-0.14736914768679393
Fortenberry Jeff,2008, Nebraska, R, H,-526497,446, N00026631,,,0.303,54777.0,,-817001.0,0.04895802242893675
Fortenberry Jeff,2009, Nebraska, R, H,257503,309, N00026631,,,0.303,54777.0,,784000.0,0.0678057461675825
Fortenberry Jeff,2010, Nebraska, R, H,257503,324, N00026631,,,0.303,54777.0,,0.0,-0.08435464519723557
Fortenberry Jeff,2011, Nebraska, R, H,269503,320, N00026631,,,0.303,54777.0,,12000.0,-0.05480261864271743
Fortenberry Jeff,2012, Nebraska, R, H,249503,334, N00026631,,,0.303,54777.0,,-20000.0,0.03002628345631377
Fortenberry Jeff,2013, Nebraska, R, H,-2042998,431, N00026631,,,0.537,54777.0,,-2292501.0,-0.5505194103795521
Foster Bill,2007, Illinois, D, H,21630506,18, N00029139,,,0.0,54044.0,,0.0,-0.13531303903828587
Foster Bill,2008, Illinois, D, H,17746012,18, N00029139,,,0.0,54044.0,,-3884494.0,-0.4401419385573883
Foster Bill,2009, Illinois, D, H,18696012,-1, N00029139,,,-0.202,54044.0,,950000.0,0.09996965739832898
Foster Bill,2010, Illinois, D, H,18196012,-1, N00029139,,,-0.202,54044.0,,-500000.0,-0.1196122793167434
Foster Bill,2011, Illinois, D, H,17891011,33, N00029139,,,0.0,54044.0,,-305001.0,-0.09669878360810871
Foster Bill,2012, Illinois, D, H,17715510,35, N00029139,,,0.0,54044.0,,-175501.0,0.020262044649918768
Foster Bill,2013, Illinois, D, H,18790510,35, N00029139,,,-0.233,54044.0,,1075000.0,0.09495957416607884
Foxx Virginia,2005, North Carolina, R, H,6180519,53, N00026166,42904.0,,0.671,43395.0,,0.0,
Foxx Virginia,2006, North Carolina, R, H,6637024,53, N00026166,42904.0,,0.671,43395.0,,456505.0,0.09988703954697609
Foxx Virginia,2007, North Carolina, R, H,6580023,51, N00026166,42904.0,,0.671,43395.0,,-57001.0,-0.15058268127967256
Foxx Virginia,2008, North Carolina, R, H,5809527,50, N00026166,42904.0,,0.671,43395.0,,-770496.0,0.05637306581637694
Foxx Virginia,2009, North Carolina, R, H,5693524,56, N00026166,42904.0,,0.671,43395.0,,-116003.0,-0.10657748635895681
Foxx Virginia,2010, North Carolina, R, H,5928519,54, N00026166,42904.0,,0.671,43395.0,,234995.0,-0.06778390973740808
Foxx Virginia,2011, North Carolina, R, H,5923516,62, N00026166,42904.0,,0.671,43395.0,,-5003.0,-0.05704980553773211
Foxx Virginia,2012, North Carolina, R, H,5888016,63, N00026166,42904.0,,0.671,43395.0,,-35500.0,0.029053005461322595
Foxx Virginia,2013, North Carolina, R, H,5988523,66, N00026166,42904.0,,0.972,43395.0,,100507.0,-0.0918302002354211
Frankel Lois J,2011, Florida, D, H,2745667,117, N00002893,,,0.0,47114.0,,0.0,-0.0563885883386638
Frankel Lois J,2012, Florida, D, H,2461137,131, N00002893,,,0.0,47114.0,,-284530.0,0.013415881648893431
Frankel Lois J,2013, Florida, D, H,2537139,126, N00002893,,,-0.415,47114.0,,76002.0,-0.09652729238663077
Franken Al,2008, Minnesota, D, S,6213028,27, N00029016,,,0.0,61162.0,,0.0,0.1792256896170244
Franken Al,2009, Minnesota, D, S,5923027,31, N00029016,,,-0.484,61162.0,,-290001.0,-0.14029107808382082
Franken Al,2010, Minnesota, D, S,8747525,26, N00029016,,,-0.484,61162.0,,2824498.0,0.1148155889133277
Franken Al,2011, Minnesota, D, S,8429529,22, N00029016,,,-0.484,61162.0,,-317996.0,-0.09841625662467729
Franken Al,2012, Minnesota, D, S,8563028,18, N00029016,,,-0.484,61162.0,,133499.0,0.03966481242103314
Franken Al,2013, Minnesota, D, S,5009023,30, N00029016,,,-0.484,61162.0,,-3554005.0,-0.792323145826179
Franks Trent,2005, Arizona, R, H,6550002,48, N00006423,,,0.775,49562.0,,0.0,
Franks Trent,2006, Arizona, R, H,6175002,56, N00006423,,,0.775,49562.0,,-375000.0,-0.08240256144408055
Franks Trent,2007, Arizona, R, H,12175003,30, N00006423,,,0.775,49562.0,,6000001.0,1.4719897928061099
Franks Trent,2008, Arizona, R, H,12175003,30, N00006423,,,0.775,49562.0,,0.0,0.1792256896170244
Franks Trent,2009, Arizona, R, H,12175003,32, N00006423,,,0.775,49562.0,,0.0,-0.08410091892220811
Franks Trent,2010, Arizona, R, H,33925003,13, N00006423,,,0.775,49562.0,,21750000.0,1.4493524390013552
Franks Trent,2011, Arizona, R, H,33925003,18, N00006423,,,0.775,49562.0,,0.0,-0.0563885883386638
Franks Trent,2012, Arizona, R, H,33185002,20, N00006423,,,0.775,49562.0,,-740001.0,-0.015184112006372694
Franks Trent,2013, Arizona, R, H,33175002,20, N00006423,,,0.856,49562.0,,-10000.0,-0.11301206362467742
Frelinghuysen Rodney,2005, New Jersey, R, H,43574088,5, N00000684,,,0.274,64670.0,,0.0,
Frelinghuysen Rodney,2006, New Jersey, R, H,49515595,5, N00000684,,,0.274,64670.0,,5941507.0,1.3023558473294279
Frelinghuysen Rodney,2007, New Jersey, R, H,47350092,8, N00000684,,,0.274,64670.0,,-2165503.0,-0.7154161263990271
Frelinghuysen Rodney,2008, New Jersey, R, H,40898091,8, N00000684,,,0.274,64670.0,,-6452001.0,-0.8495210548364203
Frelinghuysen Rodney,2009, New Jersey, R, H,43797590,9, N00000684,,,0.274,64670.0,,2899499.0,0.47770166209970866
Frelinghuysen Rodney,2010, New Jersey, R, H,42900594,9, N00000684,,,0.274,64670.0,,-896996.0,-0.14760655874655967
Frelinghuysen Rodney,2011, New Jersey, R, H,47990593,12, N00000684,,,0.274,64670.0,,5089999.0,0.6163267588611134
